no,nomor_ruas,nama_ruas,lingkungan,kelurahan,kecamatan,panjang,lebar,kondisi_jalan,perkerasan,prosentase_kerusakan,keterangan_utilitas,kubikasi_ruas
351,582,JALAN RT. 02 RW. 02,KEBONSARI,GARUM,GARUM,132.77,3,Baik,HotMix,0,Terdapat saluran air di sebelah kiri ruas jalan,1991.55
352,"1,444",JALAN ANGGREK,TAWANGSARI,TAWANGSARI,GARUM,364.79,2,Sedang,Lapen,20,terdapat saluran air di sebelah kanan,3647.9
353,581,JALAN RT. 02 RW. 02,KEBONSARI,GARUM,GARUM,227.98,3,Sedang,Lapen,45,Tidak terdapat saluran air,3419.7
354,"1,487",GANG MAJU,TAWANGREJO,TAWANGSARI,GARUM,52.24,2,Baik,Paving,0,tidak ada saluran air,522.4
355,"1,411",JALAN UNTUNG SUROPATI,NGEBRAK,TAWANGSARI,GARUM,103.54,5,Baik,Paving,0,Saluran air di kiri jalan,2588.5
356,580,JALAN RT. 01 RW. 02,KEBONSARI,GARUM,GARUM,165.57,3,Baik,Paving,0,Tidak terdapat saluran air,2483.55
357,"1,407",JALAN DIPONEGORO,NGEBRAK,TAWANGSARI,GARUM,331.48,3,Rusak Ringan,HotMix,10,Tidak ada saluran air,4972.2
358,"1,408",JALAN PATTIMURA,NGEBRAK,TAWANGSARI,GARUM,330.65,3,Rusak Ringan,HotMix,10,Tidak ada saluran air,4959.75
359,"1,496",JALAN WATU DAKON,TAWANGREJO,TAWANGSARI,GARUM,470.22,1.5,Rusak Berat,Tanah,100,terdapat saluran air di sebelah kiri,3526.65
360,"1,409",JALAN PAHLAWAN,NGEBRAK,TAWANGSARI,GARUM,333.55,2.5,Rusak Ringan,HotMix,10,Tidak ada saluran air,4169.375
361,578,JALAN RT. 03 RW. 01,KEBONSARI,GARUM,GARUM,81.62,3,Baik,Lapen,0,Terdapat saluran air di sebelah kanan ruas jalan,1224.3
362,"1,493",JALAN SAKINAH,TAWANGREJO,TAWANGSARI,GARUM,237.56,2.5,Baik,Paving,0,Tidak ada saluran air,2969.5
363,577,JALAN RT. 02 RW. 01,KEBONSARI,GARUM,GARUM,198.92,3,Rusak Ringan,Lapen,20,Tidak terdapat saluran air,2983.8
364,"1,494",GANG KAMBOJA,TAWANGREJO,TAWANGSARI,GARUM,56.79,2.7,Baik,Paving,0,tidak ada saluran air,766.665
365,579,JALAN KROMOSONO,KEBONSARI,GARUM,GARUM,554.77,3,Baik,Lapen,0,Terdapat saluran air di sebelah kiri ruas jalan,8321.55
366,"1,416",JALAN KALIRIS,TAWANGBRAK,TAWANGSARI,GARUM,70.57,2,Rusak Ringan,Beton,10,Ada sungai kecil di kanan jalan,705.7
367,"1,410",JALAN JAWA,NGBRAK,TAWANGSARI,GARUM,427.56,3,Rusak Ringan,HotMix,10,Saluran air di kiri jalan,6413.4
368,576,JALAN RT. 01 RW. 01,KEBONSARI,GARUM,GARUM,195.3,3,Rusak Ringan,Lapen,20,Terdapat saluran air  di sebelah kanan dan kiri ruas jalan,2929.5
369,"1,491",JALAN ABADI,TAWANGREJO,TAWANGSARI,GARUM,347.19,2.5,Rusak Berat,Lapen,100,Tidak ada saluran air,4339.875
370,"1,488",JALAN PULE,TAWANGREJO,TAWANGSARI,GARUM,171.13,2.5,Sedang,Beton,20,terdapat saluran air di sebelah kiri,2139.125
371,575,JALAN RT. 02 RW. 02,KEBONSARI,GARUM,GARUM,752.18,3,Baik,Lapen,0,Terdapat saluran air di sebelah kiri dan kanan ruas jalan(sebelah kanan tertutup),11282.7
372,"1,492",JALAN WIDODO,TAWANGREJO,TAWANGSARI,GARUM,254.21,2,Baik,Lapen,0,terdapat saluran air di sebelah kanan,2542.1
373,574,JALAN RT. 01 RW. 02,KEBONSARI,GARUM,GARUM,161.33,3,Rusak Berat,Tanah,0,Tidak terdapat saluran air,2419.95
