no,nomor_ruas,nama_ruas,lingkungan,kelurahan,kecamatan,panjang,lebar,kondisi_jalan,perkerasan,prosentase_kerusakan,keterangan_utilitas,kubikasi_ruas
721,417,JALAN SUDIRMAN,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,153.63,6,Sedang,HotMix,30,Terdapat saluran air di sebelah kiri ruas jalan,4608.9
722,419,JALAN TRISULA,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,223.42,3,Baik,HotMix,0,Terdapat saluran air di sebelah kiri dan kanan ruas jalan. Saluran air di sebelah kanan tertutup,3351.3
723,420,JALAN CAKRANINGRAT,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,335.59,3,Sedang,Beton,50,Tidak terdapat saluran air,5033.85
724,422,JALAN ETAN SAWAH,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,468.57,2,Sedang,Beton,35,Tidak terdapat saluran air,4685.7
725,421,JALAN GANG SUDIRMAN,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,409.09,2,Sedang,Beton,50,Tidak terdapat saluran air,4090.9
726,418,JALAN CUT NYAK DIEN,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,225.17,2,Sedang,Beton,50,Tidak terdapat saluran air,2251.7
727,416,JALAN PANJAITAN,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,161.73,2.5,Sedang,Beton,50,Tidak terdapat saluran air,2021.625
728,415,JALAN ERLANGGA,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,165.45,3,Sedang,Lapen,50,Terdapat saluran air di sebelah kiri ruas jalan,2481.75
729,411,JALAN TEUKU UMAR,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,223.15,3,Rusak Ringan,HotMix,10,terdapat saluran air di kanan dan kiri ruas jalan,3347.25
730,424,JALAN GANG TEUKU UMAR,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,232.54,3,Sedang,Beton,50,Terdapat saluran air di sebelah kanan dan sebelah kiri ruas jalan,3488.1
731,412,JALAN DEWI SARTIKA,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,1084.12,3,Rusak Berat,Lapen,50,Terdapat saluran air di sebelah kiri ruas jalan,16261.8
732,414,JALAN DEWI SARTIKA GANG 2,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,105.59,2.5,Rusak Ringan,Beton,60,tidak ada saluran air,1319.875
733,413,JALAN DEWI SARTIKA GANG 1,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,92.42,2.5,Rusak Ringan,Beton,65,tidak ada saluran air,1155.25
734,406,JALAN DR. SOETOMO,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,725.48,3,Rusak Berat,HotMix,70,Tidak terdapat saluran air,10882.2
735,408,JALAN RADEN FATAH,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,289.33,2,Rusak Berat,Beton,80,Tidak terdapat saluran air,2893.3
736,410,JALAN SAM RATULANGI,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,218.57,3,Sedang,HotMix,25,terdapat saluran air di kiri ruas jalan,3278.55
737,407,JALAN VETERAN,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,215.31,3,Sedang,HotMix,50,Terdapat saluran air di sebelah kiri ruas jalan,3229.65
738,423,JALAN M. TAMRIN,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,180.85,2.5,Sedang,HotMix,25,terdapat saluran air di kiri ruas jalan,2260.625
739,402,JALAN MASA DEPAN,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,174.64,2,Rusak Ringan,Paving,65,tidak ada saluran air,1746.4
740,404,JALAN MT. HARYONO,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,171.89,3,Sedang,HotMix,20,terdapat saluran air di kanan ruas jalan,2578.35
741,401,JALAN PATTIMURA,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,486.07,2.5,Rusak Ringan,Lapen,50,terdapat saluran air di bagian kanan dan kiri jalan,6075.875
742,405,JALAN IMAM BONJOL,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,491.6,3,Rusak Ringan,Lapen,55,terdapat saluran air di kanan ruas jalan,7374
743,409,JALAN R.A. KARTINI,KEDUNGBUNDER,KEDUNGBUNDER,SUTOJAYAN,1013.29,4,Baik,HotMix,0,Terdapat saluran di sebelah kanan dan kiri ruas jalan,20265.8
744,400,JALAN AHMAD YANI GANG 2,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,116.28,2.5,Rusak Ringan,Beton,50,tidak ada saluran air,1453.5
745,398,JALAN SUPRIADI,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,284.17,3,Baik,HotMix,0,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,4262.55
746,399,JALAN AHMAD YANI GANG 1,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,114.11,2.5,Rusak Ringan,Beton,50,terdapat saluran air di kiri ruas jalan,1426.375
747,396,JALAN WACHID HASYIM,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,249.64,3,Baik,HotMix,0,Tidak terdapat saluran air,3744.6
748,397,JALAN AHMAD YANI,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,215.94,3,Sedang,HotMix,50,Terdapat saluran air di kiri ruas jalan,3239.1
749,403,JALAN BARAT SAWAH,DADAPAN,KEDUNGBUNDER,SUTOJAYAN,191.16,3,Rusak Berat,Tanah,80,Tidak terdapat saluran air,2867.4
750,189,JLN MASTRIP GG,WONOREJO,KALIPANG,SUTOJAYAN,196.74,3,Sedang,Beton,50,Terdapat saluran air di tengah ruas jalan,2951.1
751,190,JLN GG DAHLIA,WONOREJO,KALIPANG,SUTOJAYAN,179.45,2,Sedang,Beton,50,Tidak terdapat saluran air,1794.5
752,193,JLN DAHLIA GG III,WONOREJO,KALIPANG,SUTOJAYAN,168.61,2,Rusak Berat,Lapen,65,Terdapat saluran air tertutup di sebelah kiri ruas jalan,1686.1
753,192,JLN DAHLIA,WONOREJO,KALIPANG,SUTOJAYAN,720.03,4,Sedang,HotMix,20,terdapat saluran air di kanan ruas jalan,14400.6
754,194,JLN ANGGREK GG II,WONOREJO,KALIPANG,SUTOJAYAN,218.23,3,Rusak Ringan,Lapen,20,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,3273.45
755,191,JLN GG RT 2 RW 2,WONOREJO,KALIPANG,SUTOJAYAN,104.03,3,Sedang,Beton,30,Tidak terdapat saluran air,1560.45
756,204,JLN TERATAI,WONWOREJO,KALIPANG,SUTOJAYAN,159.27,3,Sedang,HotMix,20,Tidak terdapat saluran air,2389.05
757,206,JLN TERATAI GG I,WONOREJO,KALIPANG,SUTOJAYAN,124.06,3,Rusak Ringan,Beton,50,tidak ada saluran air,1860.9
758,205,JLN RT 02 RW 01,WONOREJO,KALIPANG,SUTOJAYAN,70.92,3,Sedang,Paving,50,Tidak terdapat saluran air,1063.8
759,200,JLN TANTULAR,WONOREJO,KALIPANG,SUTOJAYAN,186.86,3,Sedang,HotMix,20,tidak ada saluran air,2802.9
760,209,JLN ARJUNO GG I,BRUBUH,KALIPANG,SUTOJAYAN,209.38,4,Baik,HotMix,0,Tidak terdapat saluran air,4187.6
761,210,JLN GG MADURA,BRUBUH,KALIPANG,SUTOJAYAN,147.46,2,Sedang,Beton,20,saluran air berada di kanan ruas jalan,1474.6
762,207,JLN KAWII,WONOREJO,KALIPANG,SUTOJAYAN,207.96,4,Baik,HotMix,0,Tidak terdapat saluran air,4159.2
763,214,JLN ARJUNO,BRUBUH,KALIPANG,SUTOJAYAN,213.53,3,Sedang,Lapen,50,Tidak terdapat saluran air,3202.95
764,216,JLN WILIS RT 5 RW 1,BRUBUH,KALIPANG,SUTOJAYAN,274.71,3,Sedang,Lapen,50,Tidak terdapat saluran air,4120.65
765,218,JLN GG SEMERU II,BRUBUH,KALIPANG,SUTOJAYAN,227.29,3,Sedang,Beton,35,Tidak terdapat saluran air,3409.35
766,224,JLN GG MAWAR,BULU,KALIPANG,SUTOJAYAN,200.05,2.5,Baik,Beton,10,tidak terdapat saluran air,2500.625
767,217,JLN SEMERU GG I,BRUBUH,KALIPANG,SUTOJAYAN,220.37,2,Rusak Ringan,Beton,20,Tidak terdapat saluran air,2203.7
768,212,JLN SEMERU,BRUBUH,KALIPANG,SUTOJAYAN,404.15,4,Baik,HotMix,0,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,8083
769,213,JLN RT 03 RW 02,BRUBUH,KALIPANG,SUTOJAYAN,75.49,4,Rusak Ringan,HotMix,20,Terdapat saluran air di sebelah kanan ruas jalan,1509.8
770,219,JLN SEMERU RT 1 RW 02,BRUBUH,KALIPANG,SUTOJAYAN,314.42,2.5,Rusak Ringan,Lapen,60,terdapat saluran air di kiri ruas jalan,3930.25
771,220,JLN KELUD,BRUBUH,KALIPANG,SUTOJAYAN,316.58,3,Sedang,Lapen,65,Tidak terdapat saluran air,4748.7
772,211,JLN KAWI,BRUBUH,KALIPANG,SUTOJAYAN,140.15,4,Baik,HotMix,0,Terdapat saluran air di sebelah kanan ruas jalan,2803
773,370,JALAN BALI,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,502.31,4,Baik,HotMix,0,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,10046.2
774,395,JALAN BALI 2,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,366.17,3,Sedang,Beton,10,terdapat saluran air di kanan dan kiri ruas jalan,5492.55
775,372,GANG MUSHALLA AL-FALAH,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,265.85,3,Sedang,HotMix,50,Terdapat saluran air di sebelah kanan ruas jalan,3987.75
776,371,GANG POS BARAT,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,259.85,3,Sedang,HotMix,50,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,3897.75
777,375,GANG SUROTO,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,194.24,2.5,Rusak Ringan,Beton,65,tidak ada saluran air,2428
778,228,JLN RT 4 RW 2,BULU,KALIPANG,SUTOJAYAN,142.75,3,Rusak Ringan,Beton,50,tidak ada saluran air,2141.25
779,391,GANG SUNGAI LODAGUNG,INSPEKSI JAYA TIRTA,KEMBANGARUM,SUTOJAYAN,66.79,3,Sedang,Beton,30,Terdapat saluran air di sebelah kanan ruas jalan,1001.85
780,229,JLN RT 4 RW 2,BULU,KALIPANG,SUTOJAYAN,455.75,2.5,Rusak Ringan,Beton,70,terdapat saluran air di kanan ruas jalan,5696.875
781,390,GANG RT 01/03,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,85.69,2.5,Sedang,Beton,20,terdapat saluran air di kiri ruas jalan,1071.125
782,390,GANG RT 01/03,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,85.69,2.5,Sedang,Beton,20,terdapat saluran air di kiri ruas jalan,1071.125
783,378,GANG MASJID BAITUL MUSTAQIM,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,82.67,2,Rusak Berat,Tanah,100,tidak terdapat saluran air,826.7
784,376,GANG LINGKAR SELATAN PUSKESMAS,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,189.28,1.5,Rusak Berat,Tanah,90,tidak ada saluran air,1419.6
785,377,GANG GAPURO MACAN,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,151.38,3,Sedang,Beton,20,terdapat saluran air di tengah ruas jalan,2270.7
786,379,GANG GENERI PLANT,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,82.48,2,Sedang,Beton,20,tidak terdapat saluran air,824.8
787,380,GANG LITTLE SINGAPORE,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,66.19,2.5,Sedang,Beton,20,tidak ada saluran air,827.375
788,381,GANG AA NUGGET,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,75.13,3,Rusak Ringan,HotMix,20,Tidak terdapat saluran air,1126.95
789,382,GANG TIMUR SUNGAI BOGEL,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,219.47,2.5,Rusak Ringan,HotMix,50,tidak ada saluran air,2743.375
790,368,JALAN JAWA,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,975.87,3,Sedang,HotMix,30,terdapat saluran air di bagian kiri ruas jalan,14638.05
791,369,JALAN SUMATRA,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,873.45,2.5,Rusak Ringan,Lapen,40,tidak ada aliran air (sungai),10918.125
792,392,JALAN INSPEKSI JAYA TIRTA,KEMBANGAN,KEMBANGARUM,SUTOJAYAN,782.46,2,Sedang,HotMix,50,Terdapat saluran air di sebelah kiri ruas jalan,7824.6
793,393,JALAN INSPEKSI PERHUTANI,INSPEKSI PERHUTANI,KEMBANGARUM,SUTOJAYAN,1680.42,2,Rusak Berat,HotMix,80,Tidak terdapat saluran air,16804.2
794,394,JALAN LINGKUNGAN KEMBANGAN,KEMBANGARUM,KEMBANGARUM,SUTOJAYAN,287.85,2,Rusak Ringan,Beton,20,Tidak terdapat saluran air,2878.5
795,284,JLN MASTRIP,PURWOREJO,SUTOJAYAN,SUTOJAYAN,1742.42,4.5,Rusak Berat,Lapen,60,terdapat selokan di Kanan ruas jalan,39204.45
796,280,JLN MASTRIP GG III,PURWOREJO,SUTOJAYAN,SUTOJAYAN,86.33,1,Rusak Berat,Tanah,100,tidak terdapat selokan,431.65
797,283,JLN GG MASTRIP,PURWOREJO,SUTOJAYAN,SUTOJAYAN,96.4,2,Sedang,Lapen,20,terdapat selokan di Kanan dan kiri ruas jalan,964
798,285,JLN PRIAMBODO,PURWOREJO,SUTOJAYAN,SUTOJAYAN,257.63,4,Rusak Berat,HotMix,50,selokan berada di kiri ruas jalan,5152.6
799,282,JLN PANDU,PURWOREJO,SUTOJAYAN,SUTOJAYAN,546.18,2.5,Rusak Berat,Lapen,80,selokan berada di kanan dan kiri ruas jalan,6827.25
800,281,JLN PETRUK,PURWOREJO,SUTOJAYAN,SUTOJAYAN,136.67,3,Rusak Berat,Beton,70,tidak terdapat selokan,2050.05
801,279,JLN PALGUNO,PURWOREJO,SUTOJAYAN,SUTOJAYAN,551.96,2.5,Rusak Ringan,Lapen,60,tidak terdapat selokan,6899.5
802,276,JLN PARIKESIT,PURWOREJO,SUTOJAYAN,SUTOJAYAN,154.39,2.5,Rusak Berat,Lapen,85,terdapat saluran air di kanan ruas jalan,1929.875
803,278,JLN POLOSURO,PURWOREJO,SUTOJAYAN,SUTOJAYAN,51.18,2,Rusak Ringan,Beton,60,tidak terdapat selokan,511.8
804,277,JLN PUNTODEWO,PURWOREJO,SUTOJAYAN,SUTOJAYAN,1771.5,3,Rusak Ringan,Lapen,60,terdapat selokan di sebelah kiri dan kanan ruas jalan,26572.5
805,293,JLN WILIS,LINGKUNGAN I,SUKOREJO,SUTOJAYAN,191.83,3,Baik,HotMix,5,selokan berada di kanan ruas jalan,2877.45
806,290,JLN BROMO,LINGK I,SUKOREJO,SUTOJAYAN,453.58,5,Baik,HotMix,10,selokan berada di kanan ruas jalan,11339.5
807,198,JLN BASUKI RAHMAT,WONOREJO,KALIPANG,SUTOJAYAN,401.14,5.5,Baik,HotMix,10,selokan berada di kiri dan kanan ruas jalan,11031.35
808,197,JLN MELATI,WONOREJO,KALIPANG,SUTOJAYAN,195.71,3,Rusak Ringan,Lapen,50,selokan berada di kanan dan kiri ruas jalan,2935.65
809,202,JLN TERATE GG II,WONOREJO,KALIPANG,SUTOJAYAN,343.31,2,Sedang,Lapen,35,terdapat selokan di Kanan dan kiri ruas jalan,3433.1
810,196,JLN ANGGREK GG II,WONOREJO,KALIPANG,SUTOJAYAN,201.67,2,Rusak Ringan,Lapen,60,terdapat saluran air di kiri ruas jalan,2016.7
811,203,JLN TERATAI GG I,WONOREJO,KALIPANG,SUTOJAYAN,343.31,2,Rusak Ringan,Lapen,40,terdapat selokan di Kanan ruas jalan,3433.1
812,317,JALAN CEMPAKA 1,BENING,JINGGLONG,SUTOJAYAN,1047.36,2.5,Rusak Ringan,Lapen,40,selokan berada di kanan dan kiri ruas jalan,13092
813,221,JLN SERUNI,BULU,KALIPANG,SUTOJAYAN,350.39,2,Rusak Ringan,Lapen,40,selokan berada di kanan ruas jalan,3503.9
814,195,JLN NUSA INDAH,WONOREJO,KALIPANG,SUTOJAYAN,217.43,3,Sedang,HotMix,20,tidak terdapat saluran air,3261.45
815,667,JALAN PURA,SUMBERREJO,TALUN,TALUN,283.39,3,Sedang,Lapen,50,Terdapat saluran di sebelah kanan dan kiri ruas jalan,4250.85
816,201,JLN TERATE,WONOREJO,KALIPANG,SUTOJAYAN,294.31,3.5,Sedang,HotMix,15,terdapat saluran air di kanan dan kiri ruas jalan,5150.425
817,223,JLN MAWAR,BULU,KALIPANG,SUTOJAYAN,355.4,4,Rusak Ringan,Lapen,50,terdapat selokan di sebelah kiri ruas jalan,7108
818,672,JALAN SEMPOL 1,SUMBERREJO,TALUN,TALUN,24.68,3,Sedang,Lapen,30,Tidak terdapat saluran air,370.2
819,325,JALAN GANG MAWAR,BENING,JINGGLONG,SUTOJAYAN,615.94,2.5,Sedang,Lapen,30,selokan berada di kanan dan kiri ruas jalan,7699.25
820,699,JALAN KAWI,GOGOSUKET,BAJANG,TALUN,464.88,3,Rusak Berat,Lapen,65,Terdapat 2 saluran air dikanan kiri ruas,6973.2
821,673,JALAN SEMPOL 3,SUMBERREJO,TALUN,TALUN,180.25,3,Rusak Ringan,Lapen,30,Terdapat saluran air di sebelah kanan ruas jalan,2703.75
822,698,JALAN KELUD,GOGOSUKET,BAJANG,TALUN,858.34,3,Rusak Ringan,Lapen,40,Terdapat 1 saluran air dikanan ruas,12875.1
823,225,JLN MENUR,BULU,KALIPANG,SUTOJAYAN,781.23,3.5,Baik,HotMix,15,selokan berada di kanan ruas jalan,13671.525
824,671,JALAN SEMPOL,SUMBERREJO,TALUN,TALUN,840.47,3,Rusak Ringan,Lapen,20,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,12607.05
825,314,JALAN CEMPAKA,BENING,JINGGLONG,SUTOJAYAN,601.52,3,Baik,HotMix,10,selokan berada di kiri ruas jalan,9022.8
826,675,JALAN SEMPOL 4,SUMBERREJO,TALUN,TALUN,235.82,3,Rusak Ringan,Lapen,30,Terdapat saluran air di sebelah kanan ruas jalan,3537.3
827,222,JLN GG SERUNI,BULU,KALIPANG,SUTOJAYAN,189.53,3,Baik,HotMix,10,terdapat saluran air di kanan ruas jalan,2842.95
828,315,JALAN LINGKUNGAN RT. 04/01,BENING,JINGGLONG,SUTOJAYAN,1471.75,3,Rusak Ringan,Lapen,40,selokan berada di kiri ruas jalan,22076.25
829,661,JALAN RAYA KELUD,PAGAK,TALUN,TALUN,725.17,4.5,Baik,HotMix,0,Terdapat 1 saluran air disebelah kiri ruas,16316.325
830,662,JALAN MELATI,PAGAK,TALUN,TALUN,236.91,2,Rusak Berat,Lapen,55,Terdapat 1 saluran air disebelah kiri ruas,2369.1
831,697,JALAN FLORES,KENINGARAN,BAJANG,TALUN,228,3,Rusak Berat,Beton,70,Terdapat 1 saluran air disebelah kanan ruas,3420
832,715,JALAN KELUD,KAMULAN,KAMULAN,TALUN,496.85,4.5,Rusak Ringan,HotMix,15,Saluran air di kanan dan kiri jalan,11179.125
833,674,JALAN SEMPOL 3,SUMBERREJO,TALUN,TALUN,630.15,3,Rusak Berat,Lapen,60,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,9452.25
834,227,JLN CEMPAKA,BULU,KALIPANG,SUTOJAYAN,787.15,3.5,Rusak Ringan,Lapen,60,selokan berada di kanan ruas jalan,13775.125
835,663,JALAN MAWAR,PAGAK,TALUN,TALUN,229.01,2,Rusak Berat,Lapen,70,Terdapat 1 saluran air disebelah kanan ruas,2290.1
836,665,JALAN GOTONG ROYONG 1,SUMBERREJO,TALUN,TALUN,870.44,3,Sedang,Lapen,40,Terdapat saluran air di sebelah kiri ruas jalan,13056.6
837,676,JALAN SENGON,SUMBERREJO,TALUN,TALUN,481.52,3,Rusak Berat,Lapen,40,Tidak terdapat saluran air,7222.8
838,646,JALAN PERKEBUNAN,TALUN,TALUN,TALUN,890.43,2.5,Sedang,Lapen,40,Tidak saluran air,11130.375
839,745,GANG LAPANGAN,KAULAN,KAMULAN,TALUN,163.11,2.5,Rusak Berat,Beton,60,Tidak ada saluran air,2038.875
840,677,JALANN GOTONG ROYONG 2,SUMBERREJO,TALUN,TALUN,586.9,3,Baik,HotMix,0,Tidak terdapat saluran air,8803.5
841,647,JALAN PERKEBUNAN 1,TALUN,TALUN,TALUN,88.86,3,Rusak Ringan,Paving,10,Tidak ada saluran air,1332.9
842,647,JALAN PERKEBUNAN 1,TALUN,TALUN,TALUN,88.86,2.5,Rusak Ringan,Paving,10,Tidak ada saluran air,1110.75
843,651,JALAN GONDOPURO,TALUN,TALUN,TALUN,178.13,2.5,Rusak Ringan,Paving,10,Saluran air di kiri jalan,2226.625
844,666,JALAN LAPANGAN,SUMBERREJO,TALUN,TALUN,640.02,3,Rusak Ringan,HotMix,20,Tidak terdapat saluran air,9600.3
845,648,JALAN PERKEBUNAN 2,TALUN,TALUN,TALUN,108.67,2.5,Sedang,Paving,20,Terdapat 1 saluran air disebelah kanan ruas,1358.375
846,,,,,,0,0,,,,,0
847,664,JALAN GOTONG ROYONG/JALAN BEGAWAN,SUMBERREJO,TALUN,TALUN,640.74,3,Baik,HotMix,0,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,9611.1
848,652,JALAN GONDOPURO1,TALUN,TALUN,TALUN,188.39,2.5,Rusak Berat,Paving,50,Tidak ada saluran air,2354.875
849,649,JALAN PERKEBUNAN 3,TALUN,TALUN,TALUN,59.3,2.5,Sedang,Paving,40,Tidak adq saluran air,741.25
850,226,JLN CEMPAKA GG I,BULU,KALIPANG,SUTOJAYAN,225.17,2,Rusak Ringan,Beton,50,tidak terdapat selokan,2251.7
851,678,JALAN MAJENANG,SUMBERREJO,TALUN,TALUN,194.88,3,Rusak Ringan,Lapen,30,Tidak terdapat saluran air,2923.2
852,650,JALAN PERKEBUNAN 4,TALUN,TALUN,TALUN,167.52,2.5,Rusak Berat,Lapen,70,Terdapat 1 saluran disebelah kanan ruas,2094
853,215,JLN KELUD,BRUBUH,KALIPANG,SUTOJAYAN,240.93,4,Rusak Ringan,HotMix,40,selokan berada di kanan dan kiri ruas jalan,4818.6
854,717,JALAN KAWI,"KAMULAN, JATI",KAMULAN,TALUN,874.26,2.5,Baik,HotMix,0,Saluran di kanan dan kiri,10928.25
855,679,JALAN TEMBUSAN MAJENANG,SUMBERREJO,TALUN,TALUN,506.57,3,Sedang,Lapen,50,Terdapat saluran di sebelah kanan ruas jalan,7598.55
856,656,JALAN MENTARAMAN 1,DANDER,TALUN,TALUN,95.69,2.5,Rusak Berat,Lapen,50,Tidak ada saluran air,1196.125
857,681,JALAN MAJENANG 2,SUMBERREJO,TALUN,TALUN,201.37,3,Sedang,Lapen,40,Terdapat saluran air di sebelah kiri ruas jalan,3020.55
858,655,JALAN TEMBUSAN GUNUNG GEDANG,DANDER,TALUN,TALUN,662.83,2.5,Rusak Berat,Lapen,65,Terdapat 1 saluran air disebelah kanan ruas,8285.375
859,680,JALAN MAJENANG 1,SUMBERREJO,TALUN,TALUN,265.88,3,Sedang,Lapen,50,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,3988.2
860,653,JALAN MAJENANG,DANDER,TALUN,TALUN,1174.35,3,Sedang,Lapen,50,Tidak terdapat saluran air,17615.25
861,654,JALAN MENTARAMAN,DANDER,TALUN,TALUN,562.95,3,Sedang,Lapen,20,Saluran air di kanan jalan,8444.25
862,684,JALAN MAJENANG,TALUN,TALUN,TALUN,245.36,3,Sedang,Lapen,40,Terdapat saluran air di sebelah kanan ruas jalan,3680.4
863,327,JALAN MAWAR RT. 04/03,JINGGLONG,JINGGLONG,SUTOJAYAN,253.77,3,Baik,HotMix,10,selokan berada di kanan ruas jalan,3806.55
